-6.000000000000000000e+00 0.000000000000000000e+00
-5.750000000000000000e+00 0.000000000000000000e+00
-5.500000000000000000e+00 0.000000000000000000e+00
-5.250000000000000000e+00 0.000000000000000000e+00
-5.000000000000000000e+00 0.000000000000000000e+00
-4.750000000000000000e+00 0.000000000000000000e+00
-4.500000000000000000e+00 0.000000000000000000e+00
-4.250000000000000000e+00 0.000000000000000000e+00
-4.000000000000000000e+00 0.000000000000000000e+00
-3.750000000000000000e+00 0.000000000000000000e+00
-3.500000000000000000e+00 2.356870333552849244e-07
-3.250000000000000000e+00 5.979278913774858847e-05
-3.000000000000000000e+00 1.654872921044657367e-03
-2.750000000000000000e+00 1.114843134231874484e-02
-2.500000000000000000e+00 3.683104835035187763e-02
-2.250000000000000000e+00 8.328499465245685351e-02
-2.000000000000000000e+00 1.499288460664657541e-01
-1.750000000000000000e+00 2.317972298463912284e-01
-1.500000000000000000e+00 3.190361193011158059e-01
-1.250000000000000000e+00 4.186850012106658192e-01
-1.000000000000000000e+00 5.340819198274133761e-01
-7.500000000000000000e-01 6.518364425364736592e-01
-5.000000000000000000e-01 7.771450925304712598e-01
-2.500000000000000000e-01 9.022739680732901890e-01
0.000000000000000000e+00 1.016788277166696952e+00
2.500000000000000000e-01 1.119331977904580944e+00
5.000000000000000000e-01 1.212781653432518425e+00
7.500000000000000000e-01 1.296492316364438402e+00
1.000000000000000000e+00 1.369155490161089173e+00
1.250000000000000000e+00 1.438124136616917292e+00
1.500000000000000000e+00 1.507832388655691247e+00
1.750000000000000000e+00 1.569307078081346951e+00
2.000000000000000000e+00 1.622736049537323533e+00
2.250000000000000000e+00 1.673473577856382510e+00
2.500000000000000000e+00 1.720837402688158102e+00
2.750000000000000000e+00 1.764872446016699348e+00
3.000000000000000000e+00 1.804035017350216874e+00
3.250000000000000000e+00 1.839807408848392223e+00
3.500000000000000000e+00 1.870409993755441702e+00
3.750000000000000000e+00 1.896191486942362170e+00
4.000000000000000000e+00 1.916416532840315101e+00
4.250000000000000000e+00 1.929770800373000528e+00
4.500000000000000000e+00 1.938247015385468730e+00
4.750000000000000000e+00 1.937207032489100422e+00
5.000000000000000000e+00 1.928449840928242454e+00
5.250000000000000000e+00 1.914238912028096040e+00
5.500000000000000000e+00 1.889727343796485881e+00
5.750000000000000000e+00 1.857477780825079750e+00
6.000000000000000000e+00 1.819629301583998382e+00
6.250000000000000000e+00 1.772602714985360040e+00
6.500000000000000000e+00 1.706492759554752547e+00
6.750000000000000000e+00 1.626320750725317676e+00
7.000000000000000000e+00 1.540900103926744258e+00
7.250000000000000000e+00 1.465329314318133402e+00
7.500000000000000000e+00 1.375943622531836663e+00
7.750000000000000000e+00 1.252229849448773802e+00
8.000000000000000000e+00 1.169199266778424562e+00
8.250000000000000000e+00 1.123537762909786464e+00
8.500000000000000000e+00 1.106059560013663789e+00
8.750000000000000000e+00 1.102865026988399499e+00
9.000000000000000000e+00 1.106662003934699490e+00
9.250000000000000000e+00 1.108896023953543475e+00
9.500000000000000000e+00 1.105491323197846931e+00
9.750000000000000000e+00 1.097876508262356943e+00
1.000000000000000000e+01 1.093430482237842227e+00
1.025000000000000000e+01 1.083231493494185349e+00
1.050000000000000000e+01 1.072026226640868440e+00
1.075000000000000000e+01 1.062597187614598315e+00
1.100000000000000000e+01 1.052253093208647794e+00
1.125000000000000000e+01 1.043017600198073547e+00
1.150000000000000000e+01 1.034710347316841750e+00
1.175000000000000000e+01 1.033050710281441908e+00
1.200000000000000000e+01 1.036376223900437488e+00
1.225000000000000000e+01 1.040223181315745205e+00
1.250000000000000000e+01 1.039376911972312190e+00
1.275000000000000000e+01 1.040512455266032532e+00
1.300000000000000000e+01 1.040289884057146619e+00
1.325000000000000000e+01 1.036001270232220772e+00
1.350000000000000000e+01 1.031508244857806345e+00
1.375000000000000000e+01 1.023739676933527187e+00
1.400000000000000000e+01 1.018588531038769895e+00
1.425000000000000000e+01 1.018456769850202948e+00
1.450000000000000000e+01 1.017600893942846252e+00
1.475000000000000000e+01 1.018283493797966344e+00
1.500000000000000000e+01 1.019635319740973767e+00
1.525000000000000000e+01 1.019719950392035335e+00
1.550000000000000000e+01 1.019368710186789651e+00
1.575000000000000000e+01 1.020780104719731796e+00
1.600000000000000000e+01 1.022076212961538833e+00
1.625000000000000000e+01 1.024367558028463021e+00
1.650000000000000000e+01 1.023846510899977247e+00
1.675000000000000000e+01 1.022333319952360098e+00
1.700000000000000000e+01 1.021673357413531047e+00
1.725000000000000000e+01 1.018723152761437767e+00
1.750000000000000000e+01 1.014330076506820832e+00
1.775000000000000000e+01 1.006508496110842810e+00
1.800000000000000000e+01 9.991820811882691222e-01
1.825000000000000000e+01 9.904929966243296580e-01
1.850000000000000000e+01 9.775083725949726965e-01
1.875000000000000000e+01 9.597987166264212444e-01
1.900000000000000000e+01 9.366126153230729390e-01
1.925000000000000000e+01 9.116562015393986362e-01
1.950000000000000000e+01 8.885977506814761728e-01
1.975000000000000000e+01 8.660594567651833664e-01
2.000000000000000000e+01 8.425241547687065680e-01
2.025000000000000000e+01 8.173592683697064043e-01
2.050000000000000000e+01 7.921224198032302821e-01
2.075000000000000000e+01 7.676599986474487158e-01
2.100000000000000000e+01 7.418447553265520300e-01
2.125000000000000000e+01 7.142582274347950566e-01
2.150000000000000000e+01 6.867956294967645370e-01
2.175000000000000000e+01 6.598694616171859595e-01
2.200000000000000000e+01 6.319058785343502072e-01
2.225000000000000000e+01 6.040952308589466746e-01
2.250000000000000000e+01 5.776448444977222429e-01
2.275000000000000000e+01 5.525799511258463470e-01
2.300000000000000000e+01 5.272380070679385522e-01
2.325000000000000000e+01 5.013432704263185435e-01
2.350000000000000000e+01 4.767192091169939472e-01
2.375000000000000000e+01 4.532175923404251905e-01
2.400000000000000000e+01 4.295913058079773306e-01
2.425000000000000000e+01 4.066634630935527239e-01
2.450000000000000000e+01 3.830987316148206645e-01
2.475000000000000000e+01 3.605736503202069398e-01
2.500000000000000000e+01 3.387282633022318801e-01
2.525000000000000000e+01 3.160459176186908303e-01
2.550000000000000000e+01 2.939351277404988472e-01
2.575000000000000000e+01 2.735084868229539778e-01
2.600000000000000000e+01 2.532293470940570890e-01
2.625000000000000000e+01 2.332135473836602080e-01
2.650000000000000000e+01 2.146976331802901150e-01
2.675000000000000000e+01 1.962758014362229742e-01
2.700000000000000000e+01 1.784691890466881814e-01
2.725000000000000000e+01 1.625757189441691397e-01
2.750000000000000000e+01 1.481851062020936582e-01
2.775000000000000000e+01 1.350999639680738607e-01
2.800000000000000000e+01 1.226908775922496975e-01
2.825000000000000000e+01 1.107488249880626136e-01
2.850000000000000000e+01 9.964340998560988760e-02
2.875000000000000000e+01 8.895347673133616184e-02
2.900000000000000000e+01 7.865756320484838804e-02
2.925000000000000000e+01 6.902587054047884529e-02
2.950000000000000000e+01 6.021440347362715106e-02
2.975000000000000000e+01 5.175732981443324776e-02
3.000000000000000000e+01 4.396608688549788480e-02
3.025000000000000000e+01 3.723210263344471638e-02
3.050000000000000000e+01 3.137449487194206299e-02
3.075000000000000000e+01 2.620087332376671435e-02
3.100000000000000000e+01 2.169418936676413209e-02
